e4ae15e0-4474-11e9-a9a5-5dbec3b8816a,deactivate,lights,bedroom
772885a0-452d-11e9-b1e4-e5985dca719e,decrease,volume,none
0f087e40-45db-11e9-81ce-69b74fd7e64e,increase,heat,none
4af6e580-45e6-11e9-b578-494a5b19ab8b,deactivate,lights,kitchen
81832d10-453d-11e9-b1e4-e5985dca719e,increase,heat,kitchen
a0811b30-45df-11e9-81ce-69b74fd7e64e,increase,heat,kitchen
f1498290-44a5-11e9-a9a5-5dbec3b8816a,decrease,volume,none
77ff8f30-45f2-11e9-aa19-e96346c3828f,activate,lights,kitchen
9b62e9c0-4464-11e9-beaa-1f3e1eab7bff,deactivate,lights,kitchen
97010800-459d-11e9-bf4b-216bfa333ac2,decrease,volume,none
a1a5cc20-44ce-11e9-a8b6-e96f2628bf65,decrease,heat,none
667b00c0-4578-11e9-9600-8f19ade2128c,activate,lights,none
ab0acc80-452c-11e9-b1e4-e5985dca719e,decrease,heat,washroom
fd0fcc40-4597-11e9-bf4b-216bfa333ac2,activate,lights,none
3237fac0-4451-11e9-beaa-1f3e1eab7bff,activate,lights,kitchen
91a123e0-4539-11e9-b1e4-e5985dca719e,change language,English,none
76258000-459a-11e9-bf4b-216bfa333ac2,bring,juice,none
91d04b20-45f2-11e9-aa19-e96346c3828f,activate,lights,bedroom
15552fd0-45f1-11e9-aa19-e96346c3828f,deactivate,music,none
fbfb1620-4411-11e9-85a0-dd11eb2f13b6,activate,lights,washroom
8a9ce180-4578-11e9-9600-8f19ade2128c,decrease,heat,none
8a7acfa0-452d-11e9-b1e4-e5985dca719e,change language,English,none
f10bdf20-446a-11e9-beaa-1f3e1eab7bff,increase,volume,none
0304e2d0-44fc-11e9-a1ea-79ca03012c0e,deactivate,lights,none
7de804f0-453d-11e9-b1e4-e5985dca719e,deactivate,lights,none
7d396c40-457b-11e9-9600-8f19ade2128c,increase,volume,none
0c0dbf30-45b7-11e9-8ec0-7bf21d1cfe30,deactivate,lights,none
f5b74840-453a-11e9-b1e4-e5985dca719e,change language,English,none
1fdd1890-44df-11e9-a8b6-e96f2628bf65,bring,newspaper,none
b61942f0-44e1-11e9-bb82-bdba769643e7,activate,music,none
1370d0d0-446f-11e9-a9a5-5dbec3b8816a,bring,shoes,none
dbf752f0-45ef-11e9-aa19-e96346c3828f,increase,heat,washroom
d64d30c0-451a-11e9-9035-7943ec3b842a,increase,heat,bedroom
39fa3a10-44cf-11e9-a8b6-e96f2628bf65,activate,lights,bedroom
9c01f060-454a-11e9-aa52-bf2189a03a60,decrease,heat,none
58262b70-451f-11e9-a843-8db76f4b5e29,decrease,volume,none
1aff7a00-450e-11e9-9539-7f047cfe24d1,deactivate,music,none
ba983f90-44da-11e9-a8b6-e96f2628bf65,deactivate,lights,washroom
d8b90990-457b-11e9-9600-8f19ade2128c,activate,lights,washroom
b778cfe0-45c6-11e9-8ec0-7bf21d1cfe30,bring,newspaper,none
abd5b510-4515-11e9-9035-7943ec3b842a,increase,volume,none
30d34850-451a-11e9-9035-7943ec3b842a,activate,lights,washroom
5b9940e0-4519-11e9-9035-7943ec3b842a,increase,volume,none
c95d1d40-460e-11e9-bc65-55b32b211b66,decrease,heat,washroom
f4d384b0-454a-11e9-aa52-bf2189a03a60,activate,lights,washroom
ef604060-457a-11e9-9600-8f19ade2128c,deactivate,music,none
ff27b680-45e9-11e9-b578-494a5b19ab8b,increase,heat,bedroom
c582bbd0-44a6-11e9-a9a5-5dbec3b8816a,decrease,heat,bedroom
b8e44e30-44ff-11e9-a1ea-79ca03012c0e,decrease,volume,none
5e6b14d0-4535-11e9-b1e4-e5985dca719e,change language,Chinese,none
c1587c20-45f0-11e9-aa19-e96346c3828f,decrease,heat,bedroom
d2fb2e80-4539-11e9-b1e4-e5985dca719e,activate,lights,none
70733020-4578-11e9-9600-8f19ade2128c,increase,volume,none
99ab2bb0-45e5-11e9-b578-494a5b19ab8b,deactivate,lights,none
af400a70-446b-11e9-beaa-1f3e1eab7bff,decrease,heat,kitchen
34b207b0-459f-11e9-bf4b-216bfa333ac2,change language,none,none
a8113620-45dd-11e9-81ce-69b74fd7e64e,change language,Korean,none
3b0c52d0-457e-11e9-9600-8f19ade2128c,deactivate,lights,kitchen
001ff180-44df-11e9-a8b6-e96f2628bf65,activate,lights,bedroom
6ae38fc0-45e0-11e9-81ce-69b74fd7e64e,change language,none,none
504fc440-4517-11e9-9035-7943ec3b842a,decrease,heat,none
230c5690-447e-11e9-a9a5-5dbec3b8816a,change language,none,none
253f4ff0-45ee-11e9-aa19-e96346c3828f,decrease,heat,none
14554e00-45db-11e9-81ce-69b74fd7e64e,increase,heat,none
46e33340-453c-11e9-b1e4-e5985dca719e,decrease,volume,none
2192d7f0-4468-11e9-beaa-1f3e1eab7bff,increase,heat,bedroom
98b5d7b0-444f-11e9-beaa-1f3e1eab7bff,increase,volume,none
37e17530-446c-11e9-beaa-1f3e1eab7bff,change language,none,none
17cf2290-45c7-11e9-8ec0-7bf21d1cfe30,increase,heat,bedroom
aaeeaa10-450d-11e9-9539-7f047cfe24d1,activate,lights,none
f5e0b510-45f1-11e9-aa19-e96346c3828f,decrease,heat,bedroom
9e1aefe0-454b-11e9-aa52-bf2189a03a60,increase,heat,none
a33e4d70-4481-11e9-a9a5-5dbec3b8816a,decrease,volume,none
783ec750-44cf-11e9-a8b6-e96f2628bf65,deactivate,lights,bedroom
38209d70-44e2-11e9-bb82-bdba769643e7,change language,Korean,none
ca28fdd0-4513-11e9-9539-7f047cfe24d1,change language,none,none
5b7dcbf0-4611-11e9-bc65-55b32b211b66,bring,socks,none
5d6a85d0-4516-11e9-9035-7943ec3b842a,change language,German,none
87e6aa20-44d3-11e9-a8b6-e96f2628bf65,decrease,heat,bedroom
1adaf9b0-451c-11e9-9035-7943ec3b842a,activate,lights,none
05c91c60-457f-11e9-9600-8f19ade2128c,decrease,heat,kitchen
75407c10-447a-11e9-a9a5-5dbec3b8816a,decrease,heat,washroom
9b866890-446a-11e9-beaa-1f3e1eab7bff,activate,lights,kitchen
cae16210-44f7-11e9-a1ea-79ca03012c0e,decrease,volume,none
466d76b0-45ef-11e9-aa19-e96346c3828f,increase,volume,none
ef5549e0-4538-11e9-b1e4-e5985dca719e,bring,newspaper,none
2921f740-45c0-11e9-8ec0-7bf21d1cfe30,decrease,volume,none
791fc300-4483-11e9-a9a5-5dbec3b8816a,change language,none,none
e76d2610-4549-11e9-aa52-bf2189a03a60,activate,music,none
e72c9b70-4519-11e9-9035-7943ec3b842a,increase,volume,none
2c3da8e0-4541-11e9-b1e4-e5985dca719e,activate,lamp,none
14b785d0-4468-11e9-beaa-1f3e1eab7bff,increase,heat,bedroom
5d9afd20-4541-11e9-b1e4-e5985dca719e,increase,heat,washroom
a0a7c0d0-4541-11e9-b1e4-e5985dca719e,decrease,heat,bedroom
b0044d40-460a-11e9-bc65-55b32b211b66,deactivate,lamp,none
1d16fe90-45ee-11e9-aa19-e96346c3828f,increase,heat,washroom
f1f4ec40-453e-11e9-b1e4-e5985dca719e,decrease,heat,washroom
4d1e4e40-4576-11e9-9600-8f19ade2128c,activate,lights,washroom
09d21a70-441f-11e9-beaa-1f3e1eab7bff,bring,shoes,none
b994c7b0-45ea-11e9-b578-494a5b19ab8b,decrease,volume,none
39b700a0-44fd-11e9-a1ea-79ca03012c0e,increase,heat,washroom
7a902d90-4520-11e9-a843-8db76f4b5e29,decrease,volume,none
f28e1740-44f7-11e9-a1ea-79ca03012c0e,increase,heat,kitchen
c90dd690-4523-11e9-a843-8db76f4b5e29,decrease,heat,none
2d65d0d0-4523-11e9-a843-8db76f4b5e29,increase,volume,none
088e94b0-4521-11e9-a843-8db76f4b5e29,decrease,heat,none
f2ac0b30-45d6-11e9-81ce-69b74fd7e64e,increase,heat,kitchen
cf15d410-44e3-11e9-bb82-bdba769643e7,increase,volume,none
1084e020-454e-11e9-aa52-bf2189a03a60,deactivate,lights,none
99db4800-4517-11e9-9035-7943ec3b842a,activate,lights,bedroom
3bbc0a30-4412-11e9-85a0-dd11eb2f13b6,increase,volume,none
d634eea0-44ea-11e9-a1ea-79ca03012c0e,decrease,heat,washroom
b9fc21a0-4511-11e9-9539-7f047cfe24d1,decrease,heat,none
326afdb0-457a-11e9-9600-8f19ade2128c,increase,heat,none
ca6c5da0-45fe-11e9-bc65-55b32b211b66,increase,heat,washroom
77fee870-452d-11e9-b1e4-e5985dca719e,change language,English,none
2e40d930-45c0-11e9-8ec0-7bf21d1cfe30,increase,heat,none
1c086d60-45f1-11e9-aa19-e96346c3828f,increase,volume,none
512b4fc0-45de-11e9-81ce-69b74fd7e64e,activate,lights,none
b357f7f0-4450-11e9-beaa-1f3e1eab7bff,increase,heat,bedroom
894de740-444f-11e9-beaa-1f3e1eab7bff,increase,volume,none
cbb53bb0-45da-11e9-81ce-69b74fd7e64e,change language,German,none
7a05c6d0-45ef-11e9-aa19-e96346c3828f,decrease,volume,none
a9d56ed0-45f2-11e9-aa19-e96346c3828f,activate,lights,washroom
48fdc3c0-4519-11e9-9035-7943ec3b842a,activate,lights,kitchen
80b76f20-446d-11e9-beaa-1f3e1eab7bff,increase,heat,none
5e9f9b50-44d2-11e9-a8b6-e96f2628bf65,activate,lights,kitchen
4fa72cf0-457f-11e9-9600-8f19ade2128c,bring,newspaper,none
da5db920-44dc-11e9-a8b6-e96f2628bf65,increase,heat,bedroom
259b1590-446f-11e9-a9a5-5dbec3b8816a,change language,none,none
e70a8e30-444d-11e9-beaa-1f3e1eab7bff,bring,shoes,none
27ccbe70-4476-11e9-a9a5-5dbec3b8816a,decrease,heat,kitchen
e2dbd460-4518-11e9-9035-7943ec3b842a,deactivate,lights,none
f6290460-450f-11e9-9539-7f047cfe24d1,bring,newspaper,none
ec4e6900-4468-11e9-beaa-1f3e1eab7bff,bring,shoes,none
c7cb7950-4464-11e9-beaa-1f3e1eab7bff,increase,volume,none
7fc03fd0-451b-11e9-9035-7943ec3b842a,bring,socks,none
e769cb80-4519-11e9-9035-7943ec3b842a,increase,heat,kitchen
7f89cde0-4518-11e9-9035-7943ec3b842a,activate,lights,kitchen
99269490-45f4-11e9-aa19-e96346c3828f,decrease,heat,washroom
7f5a83e0-4541-11e9-b1e4-e5985dca719e,decrease,heat,none
3b059dd0-4607-11e9-bc65-55b32b211b66,deactivate,lights,washroom
28d8f870-45a1-11e9-bf4b-216bfa333ac2,decrease,heat,kitchen
0b8e4340-45e9-11e9-b578-494a5b19ab8b,activate,lights,kitchen
c72c5f90-45d7-11e9-81ce-69b74fd7e64e,decrease,heat,kitchen
a3a9df30-45ef-11e9-aa19-e96346c3828f,increase,heat,kitchen
e9d00c60-4535-11e9-b1e4-e5985dca719e,deactivate,lights,none
1056f0f0-450f-11e9-9539-7f047cfe24d1,increase,heat,kitchen
aff77ca0-45b5-11e9-8ec0-7bf21d1cfe30,increase,heat,bedroom
b040e330-446c-11e9-beaa-1f3e1eab7bff,activate,music,none
15057450-4550-11e9-aa52-bf2189a03a60,decrease,heat,washroom
120de470-447a-11e9-a9a5-5dbec3b8816a,decrease,heat,none
58a271d0-4597-11e9-bf4b-216bfa333ac2,decrease,heat,bedroom
aa5a4320-45da-11e9-81ce-69b74fd7e64e,deactivate,music,none
0264d190-4615-11e9-bc65-55b32b211b66,change language,German,none
ea391e70-45e5-11e9-b578-494a5b19ab8b,bring,newspaper,none
1802bb10-45da-11e9-81ce-69b74fd7e64e,activate,lights,kitchen
fa71fbf0-444f-11e9-beaa-1f3e1eab7bff,increase,heat,none
3efde750-44d9-11e9-a8b6-e96f2628bf65,activate,lamp,none
0df912a0-45f2-11e9-aa19-e96346c3828f,decrease,heat,washroom
92958ea0-453c-11e9-b1e4-e5985dca719e,activate,lights,kitchen
6c33c440-4521-11e9-a843-8db76f4b5e29,decrease,heat,washroom
62206cd0-4452-11e9-beaa-1f3e1eab7bff,decrease,heat,bedroom
43550630-45ba-11e9-8ec0-7bf21d1cfe30,bring,newspaper,none
bdac2d20-4518-11e9-9035-7943ec3b842a,decrease,heat,none
4292fcd0-4609-11e9-bc65-55b32b211b66,decrease,volume,none
a3611b40-44cf-11e9-a8b6-e96f2628bf65,deactivate,lamp,none
499e7280-45c7-11e9-8ec0-7bf21d1cfe30,decrease,heat,none
4f6ddc90-45c3-11e9-8ec0-7bf21d1cfe30,decrease,heat,washroom
a82b5730-45c4-11e9-8ec0-7bf21d1cfe30,activate,lights,bedroom
13c0b6a0-4450-11e9-beaa-1f3e1eab7bff,increase,heat,kitchen
50dfebb0-45da-11e9-81ce-69b74fd7e64e,bring,juice,none
936eeac0-4554-11e9-aa52-bf2189a03a60,decrease,volume,none
9fcffb00-45dc-11e9-81ce-69b74fd7e64e,increase,heat,washroom
723ef680-4467-11e9-beaa-1f3e1eab7bff,deactivate,lights,bedroom
4e03c490-446b-11e9-beaa-1f3e1eab7bff,increase,heat,none
3ded26a0-45b5-11e9-8ec0-7bf21d1cfe30,decrease,volume,none
dcf5db40-44ff-11e9-a1ea-79ca03012c0e,increase,heat,kitchen
bd9b5510-4598-11e9-bf4b-216bfa333ac2,increase,volume,none
eaef3930-454f-11e9-aa52-bf2189a03a60,decrease,heat,bedroom
d020c780-44fb-11e9-a1ea-79ca03012c0e,activate,lights,kitchen
b3758690-4607-11e9-bc65-55b32b211b66,decrease,volume,none
41135e50-45e0-11e9-81ce-69b74fd7e64e,bring,shoes,none
78e831d0-453f-11e9-b1e4-e5985dca719e,change language,English,none
9c1b0550-4608-11e9-bc65-55b32b211b66,activate,lights,washroom
3b4e8db0-4607-11e9-bc65-55b32b211b66,activate,lights,kitchen
3a1ad1d0-45c9-11e9-8ec0-7bf21d1cfe30,deactivate,lights,bedroom
11c61ad0-45df-11e9-81ce-69b74fd7e64e,deactivate,lights,washroom
a9324e90-4411-11e9-85a0-dd11eb2f13b6,activate,lights,kitchen
4e5beb20-4475-11e9-a9a5-5dbec3b8816a,decrease,volume,none
d300b610-45e4-11e9-b578-494a5b19ab8b,activate,music,none
d8b2c220-4435-11e9-beaa-1f3e1eab7bff,activate,lights,kitchen
be999a50-45dc-11e9-81ce-69b74fd7e64e,decrease,heat,kitchen
913c01c0-45ef-11e9-aa19-e96346c3828f,decrease,heat,washroom
5a642600-454a-11e9-aa52-bf2189a03a60,increase,heat,kitchen
b50bf980-4611-11e9-bc65-55b32b211b66,change language,English,none
e2feae90-452c-11e9-b1e4-e5985dca719e,deactivate,music,none
1e54fcf0-4466-11e9-beaa-1f3e1eab7bff,deactivate,music,none
9372f760-446d-11e9-beaa-1f3e1eab7bff,increase,heat,kitchen
f7bbbce0-4510-11e9-9539-7f047cfe24d1,deactivate,lights,kitchen
03ac2f70-4535-11e9-b1e4-e5985dca719e,bring,socks,none
e33b4920-457e-11e9-9600-8f19ade2128c,increase,heat,washroom
c57e52f0-453e-11e9-b1e4-e5985dca719e,decrease,heat,none
5c6ef180-4547-11e9-aa52-bf2189a03a60,activate,lights,washroom
57919d40-45c7-11e9-8ec0-7bf21d1cfe30,decrease,heat,kitchen
18006900-4549-11e9-aa52-bf2189a03a60,deactivate,lights,washroom
17c7c670-4541-11e9-b1e4-e5985dca719e,decrease,volume,none
fb84dda0-4472-11e9-a9a5-5dbec3b8816a,bring,newspaper,none
2140e740-45f0-11e9-aa19-e96346c3828f,deactivate,music,none
